Phi[deg],Theta[deg],Gain[dB]
77,123,-8.7703e+00
77,124,-8.6596e+00
77,125,-8.5500e+00
77,126,-8.4415e+00
77,127,-8.3341e+00
77,128,-8.2279e+00
77,129,-8.1229e+00
77,130,-8.0191e+00
77,131,-7.9165e+00
77,132,-7.8152e+00
77,133,-7.7152e+00
77,134,-7.6165e+00
77,135,-7.5191e+00
77,136,-7.4231e+00
77,137,-7.3285e+00
77,138,-7.2352e+00
77,139,-7.1433e+00
77,140,-7.0529e+00
77,141,-6.9639e+00
77,142,-6.8764e+00
77,143,-6.7904e+00
77,144,-6.7059e+00
77,145,-6.6229e+00
77,146,-6.5414e+00
77,147,-6.4616e+00
77,148,-6.3834e+00
77,149,-6.3068e+00
77,150,-6.2320e+00
77,151,-6.1589e+00
77,152,-6.0875e+00
77,153,-6.0180e+00
77,154,-5.9503e+00
77,155,-5.8845e+00
77,156,-5.8207e+00
77,157,-5.7589e+00
77,158,-5.6991e+00
77,159,-5.6415e+00
77,160,-5.5860e+00
77,161,-5.5328e+00
77,162,-5.4818e+00
77,163,-5.4332e+00
77,164,-5.3870e+00
77,165,-5.3433e+00
77,166,-5.3020e+00
77,167,-5.2634e+00
77,168,-5.2273e+00
77,169,-5.1940e+00
77,170,-5.1634e+00
77,171,-5.1355e+00
77,172,-5.1105e+00
77,173,-5.0884e+00
77,174,-5.0691e+00
77,175,-5.0529e+00
77,176,-5.0396e+00
77,177,-5.0293e+00
77,178,-5.0221e+00
77,179,-5.0180e+00
78,0,-5.2339e+00
78,1,-5.2360e+00
78,2,-5.2412e+00
78,3,-5.2496e+00
78,4,-5.2611e+00
78,5,-5.2758e+00
78,6,-5.2936e+00
78,7,-5.3145e+00
78,8,-5.3386e+00
78,9,-5.3659e+00
78,10,-5.3962e+00
78,11,-5.4296e+00
78,12,-5.4661e+00
78,13,-5.5056e+00
78,14,-5.5482e+00
78,15,-5.5937e+00
78,16,-5.6421e+00
78,17,-5.6935e+00
78,18,-5.7477e+00
78,19,-5.8048e+00
78,20,-5.8646e+00
78,21,-5.9271e+00
78,22,-5.9923e+00
78,23,-6.0602e+00
78,24,-6.1306e+00
78,25,-6.2035e+00
78,26,-6.2789e+00
78,27,-6.3568e+00
78,28,-6.4369e+00
78,29,-6.5194e+00
78,30,-6.6042e+00
78,31,-6.6911e+00
78,32,-6.7801e+00
78,33,-6.8712e+00
78,34,-6.9643e+00
78,35,-7.0594e+00
78,36,-7.1563e+00
78,37,-7.2551e+00
78,38,-7.3556e+00
78,39,-7.4579e+00
78,40,-7.5618e+00
78,41,-7.6673e+00
78,42,-7.7743e+00
78,43,-7.8828e+00
78,44,-7.9927e+00
78,45,-8.1040e+00
78,46,-8.2165e+00
78,47,-8.3303e+00
78,48,-8.4452e+00
78,49,-8.5612e+00
78,50,-8.6783e+00
78,51,-8.7963e+00
78,52,-8.9151e+00
78,53,-9.0349e+00
78,54,-9.1554e+00
78,55,-9.2765e+00
78,56,-9.3983e+00
78,57,-9.5206e+00
78,58,-9.6434e+00
78,59,-9.7667e+00
78,60,-9.8902e+00
78,61,-1.0014e+01
78,62,-1.0138e+01
78,63,-1.0262e+01
78,64,-1.0386e+01
78,65,-1.0510e+01
78,66,-1.0634e+01
78,67,-1.0757e+01
78,68,-1.0881e+01
78,69,-1.1004e+01
78,70,-1.1126e+01
78,71,-1.1248e+01
78,72,-1.1370e+01
78,73,-1.1490e+01
78,74,-1.1610e+01
78,75,-1.1729e+01
78,76,-1.1848e+01
78,77,-1.1965e+01
78,78,-1.2082e+01
78,79,-1.2197e+01
78,80,-1.2311e+01
78,81,-1.2425e+01
78,82,-1.2537e+01
78,83,-1.2648e+01
78,84,-1.2758e+01
78,85,-1.3373e+01
78,86,-1.3269e+01
78,87,-1.3164e+01
78,88,-1.3058e+01
78,89,-1.2950e+01
78,90,-1.2841e+01
78,91,-1.2731e+01
78,92,-1.2620e+01
78,93,-1.2508e+01
78,94,-1.2395e+01
78,95,-1.2280e+01
78,96,-1.2165e+01
78,97,-1.2049e+01
78,98,-1.1933e+01
78,99,-1.1815e+01
78,100,-1.1697e+01
78,101,-1.1579e+01
78,102,-1.1460e+01
78,103,-1.1340e+01
78,104,-1.1220e+01
78,105,-1.1100e+01
78,106,-1.0980e+01
78,107,-1.0860e+01
78,108,-1.0740e+01
78,109,-1.0620e+01
78,110,-1.0500e+01
78,111,-1.0380e+01
78,112,-1.0261e+01
78,113,-1.0142e+01
78,114,-1.0023e+01
78,115,-9.9050e+00
78,116,-9.7876e+00
78,117,-9.6708e+00
78,118,-9.5548e+00
78,119,-9.4395e+00
78,120,-9.3251e+00
78,121,-9.2115e+00
78,122,-9.0988e+00
78,123,-8.9871e+00
78,124,-8.8765e+00
78,125,-8.7669e+00
78,126,-8.6584e+00
78,127,-8.5510e+00
78,128,-8.4448e+00
78,129,-8.3397e+00
78,130,-8.2359e+00
78,131,-8.1334e+00
78,132,-8.0321e+00
78,133,-7.9321e+00
78,134,-7.8334e+00
78,135,-7.7360e+00
78,136,-7.6400e+00
78,137,-7.5453e+00
78,138,-7.4521e+00
78,139,-7.3602e+00
78,140,-7.2698e+00
78,141,-7.1808e+00
78,142,-7.0933e+00
78,143,-7.0072e+00
78,144,-6.9227e+00
78,145,-6.8397e+00
78,146,-6.7583e+00
78,147,-6.6785e+00
78,148,-6.6003e+00
78,149,-6.5237e+00
78,150,-6.4489e+00
78,151,-6.3757e+00
78,152,-6.3044e+00
78,153,-6.2348e+00
78,154,-6.1672e+00
78,155,-6.1014e+00
78,156,-6.0376e+00
78,157,-5.9757e+00
78,158,-5.9160e+00
78,159,-5.8584e+00
78,160,-5.8029e+00
78,161,-5.7497e+00
78,162,-5.6987e+00
78,163,-5.6501e+00
78,164,-5.6039e+00
78,165,-5.5602e+00
78,166,-5.5189e+00
78,167,-5.4802e+00
78,168,-5.4442e+00
78,169,-5.4109e+00
78,170,-5.3802e+00
78,171,-5.3524e+00
78,172,-5.3274e+00
78,173,-5.3053e+00
78,174,-5.2860e+00
78,175,-5.2698e+00
78,176,-5.2565e+00
78,177,-5.2462e+00
78,178,-5.2390e+00
78,179,-5.2349e+00
79,0,-5.4512e+00
79,1,-5.4532e+00
79,2,-5.4585e+00
79,3,-5.4668e+00
79,4,-5.4784e+00
79,5,-5.4930e+00
79,6,-5.5108e+00
79,7,-5.5318e+00
79,8,-5.5559e+00
79,9,-5.5831e+00
79,10,-5.6135e+00
79,11,-5.6469e+00
79,12,-5.6834e+00
79,13,-5.7229e+00
79,14,-5.7655e+00
79,15,-5.8110e+00
79,16,-5.8594e+00
79,17,-5.9108e+00
79,18,-5.9650e+00
79,19,-6.0220e+00
79,20,-6.0818e+00
79,21,-6.1444e+00
79,22,-6.2096e+00
79,23,-6.2774e+00
79,24,-6.3479e+00
79,25,-6.4208e+00
79,26,-6.4962e+00
79,27,-6.5740e+00
79,28,-6.6542e+00
79,29,-6.7367e+00
79,30,-6.8214e+00
79,31,-6.9083e+00
79,32,-6.9974e+00
79,33,-7.0885e+00
79,34,-7.1816e+00
79,35,-7.2766e+00
79,36,-7.3736e+00
79,37,-7.4724e+00
79,38,-7.5729e+00
79,39,-7.6752e+00
79,40,-7.7791e+00
79,41,-7.8846e+00
79,42,-7.9916e+00
79,43,-8.1001e+00
79,44,-8.2100e+00
79,45,-8.3213e+00
79,46,-8.4338e+00
79,47,-8.5476e+00
79,48,-8.6625e+00
79,49,-8.7785e+00
79,50,-8.8955e+00
79,51,-9.0135e+00
79,52,-9.1324e+00
79,53,-9.2522e+00
79,54,-9.3726e+00
79,55,-9.4938e+00
79,56,-9.6156e+00
79,57,-9.7379e+00
79,58,-9.8607e+00
79,59,-9.9839e+00
79,60,-1.0107e+01
79,61,-1.0231e+01
79,62,-1.0355e+01
79,63,-1.0479e+01
79,64,-1.0603e+01
79,65,-1.0727e+01
79,66,-1.0851e+01
79,67,-1.0975e+01
79,68,-1.1098e+01
79,69,-1.1221e+01
79,70,-1.1343e+01
79,71,-1.1465e+01
79,72,-1.1587e+01
79,73,-1.1708e+01
79,74,-1.1828e+01
79,75,-1.1947e+01
79,76,-1.2065e+01
79,77,-1.2182e+01
79,78,-1.2299e+01
79,79,-1.2414e+01
79,80,-1.2529e+01
79,81,-1.2642e+01
79,82,-1.2754e+01
79,83,-1.2865e+01
79,84,-1.2975e+01
79,85,-1.3590e+01
79,86,-1.3486e+01
79,87,-1.3381e+01
79,88,-1.3275e+01
79,89,-1.3167e+01
79,90,-1.3058e+01
79,91,-1.2948e+01
79,92,-1.2837e+01
79,93,-1.2725e+01
79,94,-1.2612e+01
79,95,-1.2498e+01
79,96,-1.2383e+01
79,97,-1.2267e+01
79,98,-1.2150e+01
79,99,-1.2032e+01
79,100,-1.1914e+01
79,101,-1.1796e+01
79,102,-1.1677e+01
79,103,-1.1557e+01
79,104,-1.1438e+01
79,105,-1.1318e+01
79,106,-1.1197e+01
79,107,-1.1077e+01
79,108,-1.0957e+01
79,109,-1.0837e+01
79,110,-1.0717e+01
79,111,-1.0597e+01
79,112,-1.0478e+01
79,113,-1.0359e+01
79,114,-1.0240e+01
79,115,-1.0122e+01
79,116,-1.0005e+01
79,117,-9.8881e+00
79,118,-9.7721e+00
79,119,-9.6568e+00
79,120,-9.5423e+00
79,121,-9.4288e+00
79,122,-9.3161e+00
79,123,-9.2044e+00
79,124,-9.0938e+00
79,125,-8.9842e+00
79,126,-8.8757e+00
79,127,-8.7683e+00
79,128,-8.6621e+00
79,129,-8.5570e+00
79,130,-8.4532e+00
79,131,-8.3506e+00
79,132,-8.2493e+00
79,133,-8.1493e+00
79,134,-8.0506e+00
79,135,-7.9533e+00
79,136,-7.8573e+00
79,137,-7.7626e+00
79,138,-7.6694e+00
79,139,-7.5775e+00
79,140,-7.4871e+00
79,141,-7.3981e+00
79,142,-7.3106e+00
79,143,-7.2245e+00
79,144,-7.1400e+00
79,145,-7.0570e+00
79,146,-6.9756e+00
79,147,-6.8958e+00
79,148,-6.8175e+00
79,149,-6.7410e+00
79,150,-6.6661e+00
79,151,-6.5930e+00
79,152,-6.5217e+00
79,153,-6.4521e+00
79,154,-6.3844e+00
79,155,-6.3186e+00
79,156,-6.2548e+00
79,157,-6.1930e+00
79,158,-6.1333e+00
79,159,-6.0756e+00
79,160,-6.0202e+00
79,161,-5.9669e+00
79,162,-5.9160e+00
79,163,-5.8674e+00
79,164,-5.8212e+00
79,165,-5.7774e+00
79,166,-5.7362e+00
79,167,-5.6975e+00
79,168,-5.6615e+00
79,169,-5.6281e+00
79,170,-5.5975e+00
79,171,-5.5697e+00
79,172,-5.5447e+00
79,173,-5.5225e+00
79,174,-5.5033e+00
79,175,-5.4870e+00
79,176,-5.4737e+00
79,177,-5.4635e+00
79,178,-5.4563e+00
79,179,-5.4522e+00
80,0,-5.6688e+00
80,1,-5.6709e+00
80,2,-5.6761e+00
80,3,-5.6845e+00
80,4,-5.6960e+00
80,5,-5.7107e+00
80,6,-5.7285e+00
80,7,-5.7495e+00
80,8,-5.7736e+00
80,9,-5.8008e+00
80,10,-5.8311e+00
80,11,-5.8646e+00
80,12,-5.9011e+00
80,13,-5.9406e+00
80,14,-5.9831e+00
80,15,-6.0286e+00
80,16,-6.0771e+00
80,17,-6.1284e+00
80,18,-6.1827e+00
80,19,-6.2397e+00
80,20,-6.2995e+00
80,21,-6.3620e+00
80,22,-6.4273e+00
80,23,-6.4951e+00
80,24,-6.5655e+00
80,25,-6.6385e+00
80,26,-6.7139e+00
80,27,-6.7917e+00
80,28,-6.8719e+00
80,29,-6.9544e+00
80,30,-7.0391e+00
80,31,-7.1260e+00
80,32,-7.2150e+00
80,33,-7.3061e+00
80,34,-7.3992e+00
80,35,-7.4943e+00
80,36,-7.5912e+00
80,37,-7.6900e+00
80,38,-7.7906e+00
80,39,-7.8928e+00
80,40,-7.9967e+00
80,41,-8.1022e+00
80,42,-8.2093e+00
80,43,-8.3178e+00
80,44,-8.4277e+00
80,45,-8.5389e+00
80,46,-8.6515e+00
80,47,-8.7652e+00
80,48,-8.8801e+00
80,49,-8.9962e+00
80,50,-9.1132e+00
80,51,-9.2312e+00
80,52,-9.3501e+00
80,53,-9.4698e+00
80,54,-9.5903e+00
80,55,-9.7115e+00
80,56,-9.8332e+00
80,57,-9.9556e+00
80,58,-1.0078e+01
80,59,-1.0202e+01
80,60,-1.0325e+01
80,61,-1.0449e+01
80,62,-1.0573e+01
80,63,-1.0697e+01
80,64,-1.0821e+01
80,65,-1.0945e+01
80,66,-1.1069e+01
80,67,-1.1192e+01
80,68,-1.1316e+01
80,69,-1.1439e+01
80,70,-1.1561e+01
80,71,-1.1683e+01
80,72,-1.1805e+01
80,73,-1.1925e+01
80,74,-1.2045e+01
80,75,-1.2164e+01
80,76,-1.2283e+01
80,77,-1.2400e+01
80,78,-1.2517e+01
80,79,-1.2632e+01
80,80,-1.2746e+01
80,81,-1.2860e+01
80,82,-1.2972e+01
80,83,-1.3083e+01
80,84,-1.3192e+01
80,85,-1.3807e+01
80,86,-1.3704e+01
80,87,-1.3599e+01
80,88,-1.3492e+01
80,89,-1.3385e+01
80,90,-1.3276e+01
80,91,-1.3166e+01
80,92,-1.3055e+01
80,93,-1.2943e+01
80,94,-1.2830e+01
80,95,-1.2715e+01
80,96,-1.2600e+01
80,97,-1.2484e+01
80,98,-1.2368e+01
80,99,-1.2250e+01
80,100,-1.2132e+01
80,101,-1.2014e+01
80,102,-1.1894e+01
80,103,-1.1775e+01
80,104,-1.1655e+01
80,105,-1.1535e+01
80,106,-1.1415e+01
80,107,-1.1295e+01
80,108,-1.1175e+01
80,109,-1.1055e+01
80,110,-1.0935e+01
80,111,-1.0815e+01
80,112,-1.0696e+01
80,113,-1.0577e+01
80,114,-1.0458e+01
80,115,-1.0340e+01
80,116,-1.0223e+01
80,117,-1.0106e+01
80,118,-9.9897e+00
80,119,-9.8744e+00
80,120,-9.7600e+00
80,121,-9.6464e+00
80,122,-9.5338e+00
80,123,-9.4221e+00
80,124,-9.3114e+00
80,125,-9.2018e+00
80,126,-9.0933e+00
80,127,-8.9859e+00
80,128,-8.8797e+00
80,129,-8.7747e+00
80,130,-8.6709e+00
80,131,-8.5683e+00
80,132,-8.4670e+00
80,133,-8.3670e+00
80,134,-8.2683e+00
80,135,-8.1709e+00
80,136,-8.0749e+00
80,137,-7.9803e+00
80,138,-7.8870e+00
80,139,-7.7952e+00
80,140,-7.7047e+00
80,141,-7.6157e+00
80,142,-7.5282e+00
80,143,-7.4422e+00
80,144,-7.3577e+00
80,145,-7.2747e+00
80,146,-7.1933e+00
80,147,-7.1134e+00
80,148,-7.0352e+00
80,149,-6.9587e+00
80,150,-6.8838e+00
80,151,-6.8107e+00
80,152,-6.7393e+00
80,153,-6.6698e+00
80,154,-6.6021e+00
80,155,-6.5363e+00
80,156,-6.4725e+00
80,157,-6.4107e+00
80,158,-6.3509e+00
80,159,-6.2933e+00
80,160,-6.2378e+00
80,161,-6.1846e+00
80,162,-6.1337e+00
80,163,-6.0850e+00
80,164,-6.0388e+00
80,165,-5.9951e+00
80,166,-5.9539e+00
80,167,-5.9152e+00
80,168,-5.8792e+00
80,169,-5.8458e+00
80,170,-5.8152e+00
80,171,-5.7873e+00
80,172,-5.7623e+00
80,173,-5.7402e+00
80,174,-5.7210e+00
80,175,-5.7047e+00
80,176,-5.6914e+00
80,177,-5.6812e+00
80,178,-5.6740e+00
80,179,-5.6698e+00
81,0,-5.8868e+00
81,1,-5.8889e+00
81,2,-5.8941e+00
81,3,-5.9025e+00
81,4,-5.9140e+00
81,5,-5.9287e+00
81,6,-5.9465e+00
81,7,-5.9675e+00
81,8,-5.9916e+00
81,9,-6.0188e+00
81,10,-6.0492e+00
81,11,-6.0826e+00
81,12,-6.1191e+00
81,13,-6.1586e+00
81,14,-6.2011e+00
81,15,-6.2466e+00
81,16,-6.2951e+00
81,17,-6.3465e+00
81,18,-6.4007e+00
81,19,-6.4577e+00
81,20,-6.5175e+00
81,21,-6.5801e+00
81,22,-6.6453e+00
81,23,-6.7131e+00
81,24,-6.7835e+00
81,25,-6.8565e+00
81,26,-6.9319e+00
81,27,-7.0097e+00
81,28,-7.0899e+00
81,29,-7.1724e+00
81,30,-7.2571e+00
81,31,-7.3440e+00
81,32,-7.4330e+00
81,33,-7.5241e+00
81,34,-7.6173e+00
81,35,-7.7123e+00
81,36,-7.8093e+00
81,37,-7.9080e+00
81,38,-8.0086e+00
81,39,-8.1109e+00
81,40,-8.2148e+00
81,41,-8.3203e+00
81,42,-8.4273e+00
81,43,-8.5358e+00
81,44,-8.6457e+00
81,45,-8.7570e+00
81,46,-8.8695e+00
81,47,-8.9833e+00
81,48,-9.0982e+00
81,49,-9.2142e+00
81,50,-9.3312e+00
81,51,-9.4492e+00
81,52,-9.5681e+00
81,53,-9.6878e+00
81,54,-9.8083e+00
81,55,-9.9295e+00
81,56,-1.0051e+01
81,57,-1.0174e+01
81,58,-1.0296e+01
81,59,-1.0420e+01
81,60,-1.0543e+01
81,61,-1.0667e+01
81,62,-1.0791e+01
81,63,-1.0915e+01
81,64,-1.1039e+01
81,65,-1.1163e+01
81,66,-1.1287e+01
81,67,-1.1410e+01
81,68,-1.1534e+01
81,69,-1.1657e+01
81,70,-1.1779e+01
81,71,-1.1901e+01
81,72,-1.2023e+01
81,73,-1.2143e+01
81,74,-1.2263e+01
81,75,-1.2382e+01
81,76,-1.2501e+01
81,77,-1.2618e+01
81,78,-1.2735e+01
81,79,-1.2850e+01
81,80,-1.2964e+01
81,81,-1.3078e+01
81,82,-1.3190e+01
81,83,-1.3301e+01
81,84,-1.3411e+01
81,85,-1.4025e+01
81,86,-1.3922e+01
81,87,-1.3817e+01
81,88,-1.3710e+01
81,89,-1.3603e+01
81,90,-1.3494e+01
81,91,-1.3384e+01
81,92,-1.3273e+01
81,93,-1.3161e+01
81,94,-1.3048e+01
81,95,-1.2933e+01
81,96,-1.2818e+01
81,97,-1.2702e+01
81,98,-1.2586e+01
81,99,-1.2468e+01
81,100,-1.2350e+01
81,101,-1.2232e+01
81,102,-1.2112e+01
81,103,-1.1993e+01
81,104,-1.1873e+01
81,105,-1.1753e+01
81,106,-1.1633e+01
81,107,-1.1513e+01
81,108,-1.1393e+01
81,109,-1.1273e+01
81,110,-1.1153e+01
81,111,-1.1033e+01
81,112,-1.0914e+01
81,113,-1.0795e+01
81,114,-1.0676e+01
81,115,-1.0558e+01
81,116,-1.0441e+01
81,117,-1.0324e+01
81,118,-1.0208e+01
81,119,-1.0092e+01
81,120,-9.9780e+00
81,121,-9.8644e+00
81,122,-9.7518e+00
81,123,-9.6401e+00
81,124,-9.5294e+00
81,125,-9.4198e+00
81,126,-9.3113e+00
81,127,-9.2039e+00
81,128,-9.0977e+00
81,129,-8.9927e+00
81,130,-8.8889e+00
81,131,-8.7863e+00
81,132,-8.6850e+00
81,133,-8.5850e+00
81,134,-8.4863e+00
81,135,-8.3890e+00
81,136,-8.2929e+00
81,137,-8.1983e+00
81,138,-8.1050e+00
81,139,-8.0132e+00
81,140,-7.9227e+00
81,141,-7.8338e+00
81,142,-7.7462e+00
81,143,-7.6602e+00
81,144,-7.5757e+00
81,145,-7.4927e+00
81,146,-7.4113e+00
81,147,-7.3314e+00
81,148,-7.2532e+00
81,149,-7.1767e+00
81,150,-7.1018e+00
81,151,-7.0287e+00
81,152,-6.9573e+00
81,153,-6.8878e+00
81,154,-6.8201e+00
81,155,-6.7543e+00
81,156,-6.6905e+00
81,157,-6.6287e+00
81,158,-6.5689e+00
81,159,-6.5113e+00
81,160,-6.4558e+00
81,161,-6.4026e+00
81,162,-6.3517e+00
81,163,-6.3031e+00
81,164,-6.2569e+00
81,165,-6.2131e+00
81,166,-6.1719e+00
81,167,-6.1332e+00
81,168,-6.0972e+00
81,169,-6.0638e+00
81,170,-6.0332e+00
81,171,-6.0054e+00
81,172,-5.9803e+00
81,173,-5.9582e+00
81,174,-5.9390e+00
81,175,-5.9227e+00
81,176,-5.9094e+00
81,177,-5.8992e+00
81,178,-5.8920e+00
81,179,-5.8878e+00
82,0,-6.1052e+00
82,1,-6.1073e+00
82,2,-6.1125e+00
82,3,-6.1209e+00
82,4,-6.1324e+00
82,5,-6.1471e+00
82,6,-6.1649e+00
82,7,-6.1859e+00
82,8,-6.2100e+00
82,9,-6.2372e+00
82,10,-6.2675e+00
82,11,-6.3009e+00
82,12,-6.3374e+00
82,13,-6.3770e+00
82,14,-6.4195e+00
82,15,-6.4650e+00
82,16,-6.5135e+00
82,17,-6.5648e+00
82,18,-6.6190e+00
82,19,-6.6761e+00
82,20,-6.7359e+00
82,21,-6.7984e+00
82,22,-6.8636e+00
82,23,-6.9315e+00
82,24,-7.0019e+00
82,25,-7.0748e+00
82,26,-7.1502e+00
82,27,-7.2281e+00
82,28,-7.3083e+00
82,29,-7.3907e+00
82,30,-7.4755e+00
82,31,-7.5624e+00
82,32,-7.6514e+00
82,33,-7.7425e+00
82,34,-7.8356e+00
82,35,-7.9307e+00
82,36,-8.0276e+00
82,37,-8.1264e+00
82,38,-8.2269e+00
82,39,-8.3292e+00
82,40,-8.4331e+00
82,41,-8.5386e+00
82,42,-8.6456e+00
82,43,-8.7541e+00
82,44,-8.8641e+00
82,45,-8.9753e+00
82,46,-9.0878e+00
82,47,-9.2016e+00
82,48,-9.3165e+00
82,49,-9.4325e+00
82,50,-9.5496e+00
82,51,-9.6676e+00
82,52,-9.7865e+00
82,53,-9.9062e+00
82,54,-1.0027e+01
82,55,-1.0148e+01
82,56,-1.0270e+01
82,57,-1.0392e+01
82,58,-1.0515e+01
82,59,-1.0638e+01
82,60,-1.0761e+01
82,61,-1.0885e+01
82,62,-1.1009e+01
82,63,-1.1133e+01
82,64,-1.1257e+01
82,65,-1.1381e+01
82,66,-1.1505e+01
82,67,-1.1629e+01
82,68,-1.1752e+01
82,69,-1.1875e+01
82,70,-1.1998e+01
82,71,-1.2120e+01
82,72,-1.2241e+01
82,73,-1.2362e+01
82,74,-1.2482e+01
82,75,-1.2601e+01
82,76,-1.2719e+01
82,77,-1.2836e+01
82,78,-1.2953e+01
82,79,-1.3068e+01
82,80,-1.3183e+01
82,81,-1.3296e+01
82,82,-1.3408e+01
82,83,-1.3519e+01
82,84,-1.3629e+01
82,85,-1.4244e+01
82,86,-1.4140e+01
82,87,-1.4035e+01
82,88,-1.3929e+01
82,89,-1.3821e+01
82,90,-1.3712e+01
82,91,-1.3603e+01
82,92,-1.3491e+01
82,93,-1.3379e+01
82,94,-1.3266e+01
82,95,-1.3152e+01
82,96,-1.3037e+01
82,97,-1.2921e+01
82,98,-1.2804e+01
82,99,-1.2687e+01
82,100,-1.2568e+01
82,101,-1.2450e+01
82,102,-1.2331e+01
82,103,-1.2211e+01
82,104,-1.2092e+01
82,105,-1.1972e+01
82,106,-1.1851e+01
82,107,-1.1731e+01
82,108,-1.1611e+01
82,109,-1.1491e+01
82,110,-1.1371e+01
82,111,-1.1251e+01
82,112,-1.1132e+01
82,113,-1.1013e+01
82,114,-1.0894e+01
82,115,-1.0776e+01
82,116,-1.0659e+01
82,117,-1.0542e+01
82,118,-1.0426e+01
82,119,-1.0311e+01
82,120,-1.0196e+01
82,121,-1.0083e+01
82,122,-9.9701e+00
82,123,-9.8585e+00
82,124,-9.7478e+00
82,125,-9.6382e+00
82,126,-9.5297e+00
82,127,-9.4223e+00
82,128,-9.3161e+00
82,129,-9.2111e+00
82,130,-9.1072e+00
82,131,-9.0047e+00
82,132,-8.9034e+00
82,133,-8.8034e+00
82,134,-8.7047e+00
82,135,-8.6073e+00
82,136,-8.5113e+00
82,137,-8.4166e+00
82,138,-8.3234e+00
82,139,-8.2315e+00
82,140,-8.1411e+00
82,141,-8.0521e+00
82,142,-7.9646e+00
82,143,-7.8786e+00
82,144,-7.7940e+00
82,145,-7.7111e+00
82,146,-7.6296e+00
82,147,-7.5498e+00
82,148,-7.4716e+00
82,149,-7.3950e+00
82,150,-7.3202e+00
82,151,-7.2470e+00
82,152,-7.1757e+00
82,153,-7.1061e+00
82,154,-7.0385e+00
82,155,-6.9727e+00
82,156,-6.9089e+00
82,157,-6.8471e+00
82,158,-6.7873e+00
82,159,-6.7297e+00
82,160,-6.6742e+00
82,161,-6.6210e+00
82,162,-6.5700e+00
82,163,-6.5214e+00
82,164,-6.4752e+00
82,165,-6.4315e+00
82,166,-6.3902e+00
82,167,-6.3516e+00
82,168,-6.3155e+00
82,169,-6.2822e+00
82,170,-6.2515e+00
82,171,-6.2237e+00
82,172,-6.1987e+00
82,173,-6.1766e+00
82,174,-6.1573e+00
82,175,-6.1411e+00
82,176,-6.1278e+00
82,177,-6.1175e+00
82,178,-6.1103e+00
82,179,-6.1062e+00
83,0,-6.3239e+00
83,1,-6.3260e+00
83,2,-6.3312e+00
83,3,-6.3396e+00
83,4,-6.3511e+00
83,5,-6.3657e+00
83,6,-6.3836e+00
83,7,-6.4045e+00
83,8,-6.4286e+00
83,9,-6.4559e+00
83,10,-6.4862e+00
83,11,-6.5196e+00
83,12,-6.5561e+00
83,13,-6.5956e+00
83,14,-6.6382e+00
83,15,-6.6837e+00
83,16,-6.7321e+00
83,17,-6.7835e+00
83,18,-6.8377e+00
83,19,-6.8947e+00
83,20,-6.9546e+00
83,21,-7.0171e+00
83,22,-7.0823e+00
83,23,-7.1502e+00
83,24,-7.2206e+00
83,25,-7.2935e+00
83,26,-7.3689e+00
83,27,-7.4468e+00
83,28,-7.5269e+00
83,29,-7.6094e+00
83,30,-7.6941e+00
83,31,-7.7811e+00
83,32,-7.8701e+00
83,33,-7.9612e+00
83,34,-8.0543e+00
83,35,-8.1494e+00
83,36,-8.2463e+00
83,37,-8.3451e+00
83,38,-8.4456e+00
83,39,-8.5479e+00
83,40,-8.6518e+00
83,41,-8.7573e+00
83,42,-8.8643e+00
83,43,-8.9728e+00
83,44,-9.0827e+00
83,45,-9.1940e+00
83,46,-9.3065e+00
83,47,-9.4203e+00
83,48,-9.5352e+00
83,49,-9.6512e+00
83,50,-9.7683e+00
83,51,-9.8863e+00
83,52,-1.0005e+01
83,53,-1.0125e+01
83,54,-1.0245e+01
83,55,-1.0367e+01
83,56,-1.0488e+01
83,57,-1.0611e+01
83,58,-1.0733e+01
83,59,-1.0857e+01
83,60,-1.0980e+01
83,61,-1.1104e+01
83,62,-1.1228e+01
83,63,-1.1352e+01
83,64,-1.1476e+01
83,65,-1.1600e+01
83,66,-1.1724e+01
83,67,-1.1847e+01
83,68,-1.1971e+01
83,69,-1.2094e+01
83,70,-1.2216e+01
83,71,-1.2338e+01
83,72,-1.2460e+01
83,73,-1.2580e+01
83,74,-1.2700e+01
83,75,-1.2819e+01
83,76,-1.2938e+01
83,77,-1.3055e+01
83,78,-1.3172e+01
83,79,-1.3287e+01
83,80,-1.3401e+01
83,81,-1.3515e+01
83,82,-1.3627e+01
83,83,-1.3738e+01
83,84,-1.3848e+01
83,85,-1.4462e+01
83,86,-1.4359e+01
83,87,-1.4254e+01
83,88,-1.4148e+01
83,89,-1.4040e+01
83,90,-1.3931e+01
83,91,-1.3821e+01
83,92,-1.3710e+01
83,93,-1.3598e+01
83,94,-1.3485e+01
83,95,-1.3370e+01
83,96,-1.3255e+01
83,97,-1.3139e+01
83,98,-1.3023e+01
83,99,-1.2905e+01
83,100,-1.2787e+01
83,101,-1.2669e+01
83,102,-1.2550e+01
83,103,-1.2430e+01
83,104,-1.2310e+01
83,105,-1.2190e+01
83,106,-1.2070e+01
83,107,-1.1950e+01
83,108,-1.1830e+01
83,109,-1.1710e+01
83,110,-1.1590e+01
83,111,-1.1470e+01
83,112,-1.1351e+01
83,113,-1.1232e+01
83,114,-1.1113e+01
83,115,-1.0995e+01
83,116,-1.0878e+01
83,117,-1.0761e+01
